Дата,Cкорость ветра,city_id,city_name,country_code,latitude,longitude,timezone
2026-03-12,33.1,GB_LON,Лондон,GB,51.5072,-0.1276,Europe/London
2026-03-13,28.1,GB_LON,Лондон,GB,51.5072,-0.1276,Europe/London
2026-03-15,26.1,GB_LON,Лондон,GB,51.5072,-0.1276,Europe/London
2026-03-01,21.9,GB_LON,Лондон,GB,51.5072,-0.1276,Europe/London
2026-03-11,21.7,GB_LON,Лондон,GB,51.5072,-0.1276,Europe/London
